date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,wind_speed_10m_mean,wind_speed_10m_max,cloud_cover_mean,shortwave_radiation_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,precipitation_sum,rain_sum
2019-04-29,28.944317,24.496195,74.0354,87.520454,59.27452,1.4756088,,26.63642,28.944317,24.496195,7.332573,13.605821
2019-04-30,28.590403,24.691994,68.046165,78.55729,55.27897,1.7787372,,26.483818,28.590403,24.691994,10.674041,17.55844
2019-05-01,28.286491,23.087791,62.05693,68.59412,47.28341,2.680066,,25.531214,28.286491,23.087791,13.3531475,12.449672
2019-05-02,27.332579,24.183592,65.067696,75.63094,58.287872,3.4397511,,25.778612,27.332579,24.183592,8.686434,18.0924
2019-05-03,25.978666,23.879389,69.07847,73.66778,66.29231,6.9098225,,25.176008,25.978666,23.879389,14.377413,16.381561
2019-05-04,26.531889,24.982244,65.973206,70.571014,61.18357,3.6007288,,25.728733,26.531889,24.982244,12.029325,17.20529
2019-05-05,27.185114,23.585098,71.86795,74.47425,64.07481,9.590196,,25.131454,27.185114,23.585098,12.355709,17.74512
2019-05-06,27.088339,24.687954,71.76269,81.37749,65.966064,14.217974,,26.034178,27.088339,24.687954,12.6817,17.43963
2019-05-07,26.991562,24.990808,64.65743,65.280716,63.8573,5.082271,,25.986902,26.991562,24.990808,13.340821,23.033928
2019-05-08,26.294783,23.743666,67.55216,75.18396,59.74855,4.3295217,,25.339624,26.294783,23.743666,16.998955,18.514322
2019-05-09,26.948008,25.146523,68.446915,74.08719,65.63979,6.411677,,26.092348,26.948008,25.146523,13.990441,20.170067
2019-05-10,27.201233,24.799377,69.34165,75.990425,65.531044,3.5741591,,26.19507,27.201233,24.799377,14.314675,17.345175
2019-05-11,26.70446,24.502235,70.2364,74.89366,68.422295,2.528536,,26.047792,26.70446,24.502235,12.642362,13.96916
2019-05-12,27.307682,25.405092,71.13114,75.79688,68.31354,6.239148,,26.400518,27.307682,25.405092,10.972127,15.624383
2019-05-13,27.310905,25.457945,68.02588,74.70013,63.20479,3.5607483,,26.303242,27.310905,25.457945,10.965384,16.717903
2019-05-14,28.46413,24.8608,68.920616,79.60336,56.09604,0.88906485,,26.505962,28.46413,24.8608,11.954905,16.138954
